兑换码批次id	兑换码类型	兑换码数据	礼包组	使用等级上限	使用日期区间	数量
30508312	1		30009:1	100	2016/08/03:2026/08/31	1
30508313	1		30009:1	100	2016/08/03:2026/08/31	1
30508314	1		30009:1	100	2016/08/03:2026/08/31	1
30508315	1		30009:1	100	2016/08/03:2026/08/31	1
30508316	1		30009:1	100	2016/08/03:2026/08/31	1
30508317	1		30009:1	100	2016/08/03:2026/08/31	1
30508318	1		30009:1	100	2016/08/03:2026/08/31	1
30508319	1		30009:1	100	2016/08/03:2026/08/31	1
30508320	1		30009:1	100	2016/08/03:2026/08/31	1
30508321	1		30009:1	100	2016/08/03:2026/08/31	1
30508322	1		30009:1	100	2016/08/03:2026/08/31	1
30508323	1		30009:1	100	2016/08/03:2026/08/31	1
30508324	1		30009:1	100	2016/08/03:2026/08/31	1
30508325	1		30009:1	100	2016/08/03:2026/08/31	1
30508326	1		30009:1	100	2016/08/03:2026/08/31	1
30508327	1		30009:1	100	2016/08/03:2026/08/31	1
30508328	1		30009:1	100	2016/08/03:2026/08/31	1
30508329	1		30009:1	100	2016/08/03:2026/08/31	1
30508330	1		30009:1	100	2016/08/03:2026/08/31	1
30508331	1		30009:1	100	2016/08/03:2026/08/31	1
30508332	1		30009:1	100	2016/08/03:2026/08/31	1
30508333	1		30009:1	100	2016/08/03:2026/08/31	1
30508334	1		30009:1	100	2016/08/03:2026/08/31	1
30508335	1		30009:1	100	2016/08/03:2026/08/31	1
30508336	1		30009:1	100	2016/08/03:2026/08/31	1
30508337	1		30009:1	100	2016/08/03:2026/08/31	1
30508338	1		30009:1	100	2016/08/03:2026/08/31	1
30508339	1		30009:1	100	2016/08/03:2026/08/31	1
30508340	1		30009:1	100	2016/08/03:2026/08/31	1
30508341	1		30009:1	100	2016/08/03:2026/08/31	1
30508342	1		30009:1	100	2016/08/03:2026/08/31	1
30508343	1		30009:1	100	2016/08/03:2026/08/31	1
30508344	1		30009:1	100	2016/08/03:2026/08/31	1
30508345	1		30009:1	100	2016/08/03:2026/08/31	1
30508346	1		30009:1	100	2016/08/03:2026/08/31	1
30508347	1		30009:1	100	2016/08/03:2026/08/31	1
30508348	1		30009:1	100	2016/08/03:2026/08/31	1
30508349	1		30009:1	100	2016/08/03:2026/08/31	1
30508350	1		30009:1	100	2016/08/03:2026/08/31	1
30508351	1		30009:1	100	2016/08/03:2026/08/31	1
30508352	1		30009:1	100	2016/08/03:2026/08/31	1
30508353	1		30009:1	100	2016/08/03:2026/08/31	1
30508354	1		30009:1	100	2016/08/03:2026/08/31	1
30508355	1		30009:1	100	2016/08/03:2026/08/31	1
30508356	1		30009:1	100	2016/08/03:2026/08/31	1
30508357	1		30009:1	100	2016/08/03:2026/08/31	1
30508358	1		30009:1	100	2016/08/03:2026/08/31	1
30508359	1		30009:1	100	2016/08/03:2026/08/31	1
30508360	1		30009:1	100	2016/08/03:2026/08/31	1
30508361	1		30009:1	100	2016/08/03:2026/08/31	1
30508362	1		30009:1	100	2016/08/03:2026/08/31	1
30508363	1		30009:1	100	2016/08/03:2026/08/31	1
30508364	1		30009:1	100	2016/08/03:2026/08/31	1
30508365	1		30009:1	100	2016/08/03:2026/08/31	1
30508366	1		30009:1	100	2016/08/03:2026/08/31	1
30508367	1		30009:1	100	2016/08/03:2026/08/31	1
30508368	1		30009:1	100	2016/08/03:2026/08/31	1
30508369	1		30009:1	100	2016/08/03:2026/08/31	1
30508370	1		30009:1	100	2016/08/03:2026/08/31	1
30508371	1		30009:1	100	2016/08/03:2026/08/31	1
30508372	1		30009:1	100	2016/08/03:2026/08/31	1
30508373	1		30009:1	100	2016/08/03:2026/08/31	1
30508374	1		30009:1	100	2016/08/03:2026/08/31	1
30508375	1		30009:1	100	2016/08/03:2026/08/31	1
30508376	1		30009:1	100	2016/08/03:2026/08/31	1
30508377	1		30009:1	100	2016/08/03:2026/08/31	1
30508378	1		30009:1	100	2016/08/03:2026/08/31	1
30508379	1		30009:1	100	2016/08/03:2026/08/31	1
30508380	1		30009:1	100	2016/08/03:2026/08/31	1
30508381	1		30009:1	100	2016/08/03:2026/08/31	1
30508382	1		30009:1	100	2016/08/03:2026/08/31	1
30508383	1		30009:1	100	2016/08/03:2026/08/31	1
30508384	1		30009:1	100	2016/08/03:2026/08/31	1
30508385	1		30009:1	100	2016/08/03:2026/08/31	1
30508386	1		30009:1	100	2016/08/03:2026/08/31	1
30508387	1		30009:1	100	2016/08/03:2026/08/31	1
30508388	1		30009:1	100	2016/08/03:2026/08/31	1
30508389	1		30009:1	100	2016/08/03:2026/08/31	1
30508390	1		30009:1	100	2016/08/03:2026/08/31	1
30508391	1		30009:1	100	2016/08/03:2026/08/31	1
30508392	1		30009:1	100	2016/08/03:2026/08/31	1
30508393	1		30009:1	100	2016/08/03:2026/08/31	1
30508394	1		30009:1	100	2016/08/03:2026/08/31	1
30508395	1		30009:1	100	2016/08/03:2026/08/31	1
30508396	1		30009:1	100	2016/08/03:2026/08/31	1
30508397	1		30009:1	100	2016/08/03:2026/08/31	1
30508398	1		30009:1	100	2016/08/03:2026/08/31	1
30508399	1		30009:1	100	2016/08/03:2026/08/31	1
30508400	1		30009:1	100	2016/08/03:2026/08/31	1
30508401	1		30009:1	100	2016/08/03:2026/08/31	1
30508402	1		30009:1	100	2016/08/03:2026/08/31	1
30508403	1		30009:1	100	2016/08/03:2026/08/31	1
30508404	1		30009:1	100	2016/08/03:2026/08/31	1
30508405	1		30009:1	100	2016/08/03:2026/08/31	1
30508406	1		30009:1	100	2016/08/03:2026/08/31	1
30508407	1		30009:1	100	2016/08/03:2026/08/31	1
30508408	1		30009:1	100	2016/08/03:2026/08/31	1
30508409	1		30009:1	100	2016/08/03:2026/08/31	1
30508410	1		30009:1	100	2016/08/03:2026/08/31	1
30508411	1		30009:1	100	2016/08/03:2026/08/31	1
30508412	1		30009:1	100	2016/08/03:2026/08/31	1
30508413	1		30009:1	100	2016/08/03:2026/08/31	1
30508414	1		30009:1	100	2016/08/03:2026/08/31	1
30508415	1		30009:1	100	2016/08/03:2026/08/31	1
30508416	1		30009:1	100	2016/08/03:2026/08/31	1
30508417	1		30009:1	100	2016/08/03:2026/08/31	1
30508418	1		30009:1	100	2016/08/03:2026/08/31	1
30508419	1		30009:1	100	2016/08/03:2026/08/31	1
30508420	1		30009:1	100	2016/08/03:2026/08/31	1
30508421	1		30009:1	100	2016/08/03:2026/08/31	1
30508422	1		30009:1	100	2016/08/03:2026/08/31	1
30508423	1		30009:1	100	2016/08/03:2026/08/31	1
30508424	1		30009:1	100	2016/08/03:2026/08/31	1
30508425	1		30009:1	100	2016/08/03:2026/08/31	1
30508426	1		30009:1	100	2016/08/03:2026/08/31	1
30508427	1		30009:1	100	2016/08/03:2026/08/31	1
30508428	1		30009:1	100	2016/08/03:2026/08/31	1
30508429	1		30009:1	100	2016/08/03:2026/08/31	1
30508430	1		30009:1	100	2016/08/03:2026/08/31	1
30508431	1		30009:1	100	2016/08/03:2026/08/31	1
30508432	1		30009:1	100	2016/08/03:2026/08/31	1
30508433	1		30009:1	100	2016/08/03:2026/08/31	1
30508434	1		30009:1	100	2016/08/03:2026/08/31	1
30508435	1		30009:1	100	2016/08/03:2026/08/31	1
30508436	1		30009:1	100	2016/08/03:2026/08/31	1
30508437	1		30009:1	100	2016/08/03:2026/08/31	1
30508438	1		30009:1	100	2016/08/03:2026/08/31	1
30508439	1		30009:1	100	2016/08/03:2026/08/31	1
30508440	1		30009:1	100	2016/08/03:2026/08/31	1
30508441	1		30009:1	100	2016/08/03:2026/08/31	1
30508442	1		30009:1	100	2016/08/03:2026/08/31	1
30508443	1		30009:1	100	2016/08/03:2026/08/31	1
30508444	1		30009:1	100	2016/08/03:2026/08/31	1
30508445	1		30009:1	100	2016/08/03:2026/08/31	1
30508446	1		30009:1	100	2016/08/03:2026/08/31	1
30508447	1		30009:1	100	2016/08/03:2026/08/31	1
30508448	1		30009:1	100	2016/08/03:2026/08/31	1
30508449	1		30009:1	100	2016/08/03:2026/08/31	1
30508450	1		30009:1	100	2016/08/03:2026/08/31	1
30508451	1		30009:1	100	2016/08/03:2026/08/31	1
30508452	1		30009:1	100	2016/08/03:2026/08/31	1
30508453	1		30009:1	100	2016/08/03:2026/08/31	1
30508454	1		30009:1	100	2016/08/03:2026/08/31	1
30508455	1		30009:1	100	2016/08/03:2026/08/31	1
30508456	1		30009:1	100	2016/08/03:2026/08/31	1
30508457	1		30009:1	100	2016/08/03:2026/08/31	1
30508458	1		30009:1	100	2016/08/03:2026/08/31	1
30508459	1		30009:1	100	2016/08/03:2026/08/31	1
30508460	1		30009:1	100	2016/08/03:2026/08/31	1
30508461	1		30009:1	100	2016/08/03:2026/08/31	1
30508462	1		30009:1	100	2016/08/03:2026/08/31	1
30508463	1		30009:1	100	2016/08/03:2026/08/31	1
30508464	1		30009:1	100	2016/08/03:2026/08/31	1
30508465	1		30009:1	100	2016/08/03:2026/08/31	1
30508466	1		30009:1	100	2016/08/03:2026/08/31	1
30508467	1		30009:1	100	2016/08/03:2026/08/31	1
30508468	1		30009:1	100	2016/08/03:2026/08/31	1
30508469	1		30009:1	100	2016/08/03:2026/08/31	1
30508470	1		30009:1	100	2016/08/03:2026/08/31	1
30508471	1		30009:1	100	2016/08/03:2026/08/31	1
30508472	1		30009:1	100	2016/08/03:2026/08/31	1
30508473	1		30009:1	100	2016/08/03:2026/08/31	1
30508474	1		30009:1	100	2016/08/03:2026/08/31	1
30508475	1		30009:1	100	2016/08/03:2026/08/31	1
30508476	1		30009:1	100	2016/08/03:2026/08/31	1
30508477	1		30009:1	100	2016/08/03:2026/08/31	1
30508478	1		30009:1	100	2016/08/03:2026/08/31	1
30508479	1		30009:1	100	2016/08/03:2026/08/31	1
30508480	1		30009:1	100	2016/08/03:2026/08/31	1
30508481	1		30009:1	100	2016/08/03:2026/08/31	1
30508482	1		30009:1	100	2016/08/03:2026/08/31	1
30508483	1		30009:1	100	2016/08/03:2026/08/31	1
30508484	1		30009:1	100	2016/08/03:2026/08/31	1
30508485	1		30009:1	100	2016/08/03:2026/08/31	1
30508486	1		30009:1	100	2016/08/03:2026/08/31	1
30508487	1		30009:1	100	2016/08/03:2026/08/31	1
30508488	1		30009:1	100	2016/08/03:2026/08/31	1
30508489	1		30009:1	100	2016/08/03:2026/08/31	1
30508490	1		30009:1	100	2016/08/03:2026/08/31	1
30508491	1		30009:1	100	2016/08/03:2026/08/31	1
30508492	1		30009:1	100	2016/08/03:2026/08/31	1
30508493	1		30009:1	100	2016/08/03:2026/08/31	1
30508494	1		30009:1	100	2016/08/03:2026/08/31	1
30508495	1		30009:1	100	2016/08/03:2026/08/31	1
30508496	1		30009:1	100	2016/08/03:2026/08/31	1
30508497	1		30009:1	100	2016/08/03:2026/08/31	1
30508498	1		30009:1	100	2016/08/03:2026/08/31	1
30508499	1		30009:1	100	2016/08/03:2026/08/31	1
30508500	1		30009:1	100	2016/08/03:2026/08/31	1
30508501	1		30009:1	100	2016/08/03:2026/08/31	1
30508502	1		30009:1	100	2016/08/03:2026/08/31	1
30508503	1		30009:1	100	2016/08/03:2026/08/31	1
30508504	1		30009:1	100	2016/08/03:2026/08/31	1
30508505	1		30009:1	100	2016/08/03:2026/08/31	1
30508506	1		30009:1	100	2016/08/03:2026/08/31	1
30508507	1		30009:1	100	2016/08/03:2026/08/31	1
30508508	1		30009:1	100	2016/08/03:2026/08/31	1
30508509	1		30009:1	100	2016/08/03:2026/08/31	1
30508510	1		30009:1	100	2016/08/03:2026/08/31	1
30508511	1		30009:1	100	2016/08/03:2026/08/31	1
30508512	1		30009:1	100	2016/08/03:2026/08/31	1
30508513	1		30009:1	100	2016/08/03:2026/08/31	1
30508514	1		30009:1	100	2016/08/03:2026/08/31	1
30508515	1		30009:1	100	2016/08/03:2026/08/31	1
30508516	1		30009:1	100	2016/08/03:2026/08/31	1
30508517	1		30009:1	100	2016/08/03:2026/08/31	1
30508518	1		30009:1	100	2016/08/03:2026/08/31	1
30508519	1		30009:1	100	2016/08/03:2026/08/31	1
30508520	1		30009:1	100	2016/08/03:2026/08/31	1
30508521	1		30009:1	100	2016/08/03:2026/08/31	1
30508522	1		30009:1	100	2016/08/03:2026/08/31	1
30508523	1		30009:1	100	2016/08/03:2026/08/31	1
30508524	1		30009:1	100	2016/08/03:2026/08/31	1
30508525	1		30009:1	100	2016/08/03:2026/08/31	1
30508526	1		30009:1	100	2016/08/03:2026/08/31	1
30508527	1		30009:1	100	2016/08/03:2026/08/31	1
30508528	1		30009:1	100	2016/08/03:2026/08/31	1
30508529	1		30009:1	100	2016/08/03:2026/08/31	1
30508530	1		30009:1	100	2016/08/03:2026/08/31	1
30508531	1		30009:1	100	2016/08/03:2026/08/31	1
30508532	1		30009:1	100	2016/08/03:2026/08/31	1
30508533	1		30009:1	100	2016/08/03:2026/08/31	1
30508534	1		30009:1	100	2016/08/03:2026/08/31	1
30508535	1		30009:1	100	2016/08/03:2026/08/31	1
30508536	1		30009:1	100	2016/08/03:2026/08/31	1
30508537	1		30009:1	100	2016/08/03:2026/08/31	1
30508538	1		30009:1	100	2016/08/03:2026/08/31	1
30508539	1		30009:1	100	2016/08/03:2026/08/31	1
30508540	1		30009:1	100	2016/08/03:2026/08/31	1
30508541	1		30009:1	100	2016/08/03:2026/08/31	1
30508542	1		30009:1	100	2016/08/03:2026/08/31	1
30508543	1		30009:1	100	2016/08/03:2026/08/31	1
30508544	1		30009:1	100	2016/08/03:2026/08/31	1
30508545	1		30009:1	100	2016/08/03:2026/08/31	1
30508546	1		30009:1	100	2016/08/03:2026/08/31	1
30508547	1		30009:1	100	2016/08/03:2026/08/31	1
30508548	1		30009:1	100	2016/08/03:2026/08/31	1
30508549	1		30009:1	100	2016/08/03:2026/08/31	1
30508550	1		30009:1	100	2016/08/03:2026/08/31	1
30508551	1		30009:1	100	2016/08/03:2026/08/31	1
30508552	1		30009:1	100	2016/08/03:2026/08/31	1
30508553	1		30009:1	100	2016/08/03:2026/08/31	1
30508554	1		30009:1	100	2016/08/03:2026/08/31	1
30508555	1		30009:1	100	2016/08/03:2026/08/31	1
30508556	1		30009:1	100	2016/08/03:2026/08/31	1
30508557	1		30009:1	100	2016/08/03:2026/08/31	1
30508558	1		30009:1	100	2016/08/03:2026/08/31	1
30508559	1		30009:1	100	2016/08/03:2026/08/31	1
30508560	1		30009:1	100	2016/08/03:2026/08/31	1
30508561	1		30009:1	100	2016/08/03:2026/08/31	1
30508562	1		30009:1	100	2016/08/03:2026/08/31	1
30508563	1		30009:1	100	2016/08/03:2026/08/31	1
30508564	1		30009:1	100	2016/08/03:2026/08/31	1
30508565	1		30009:1	100	2016/08/03:2026/08/31	1
30508566	1		30009:1	100	2016/08/03:2026/08/31	1
30508567	1		30009:1	100	2016/08/03:2026/08/31	1
30508568	1		30009:1	100	2016/08/03:2026/08/31	1
30508569	1		30009:1	100	2016/08/03:2026/08/31	1
30508570	1		30009:1	100	2016/08/03:2026/08/31	1
30508571	1		30009:1	100	2016/08/03:2026/08/31	1
30508572	1		30009:1	100	2016/08/03:2026/08/31	1
30508573	1		30009:1	100	2016/08/03:2026/08/31	1
30508574	1		30009:1	100	2016/08/03:2026/08/31	1
30508575	1		30009:1	100	2016/08/03:2026/08/31	1
30508576	1		30009:1	100	2016/08/03:2026/08/31	1
30508577	1		30009:1	100	2016/08/03:2026/08/31	1
30508578	1		30009:1	100	2016/08/03:2026/08/31	1
30508579	1		30009:1	100	2016/08/03:2026/08/31	1
30508580	1		30009:1	100	2016/08/03:2026/08/31	1
30508581	1		30009:1	100	2016/08/03:2026/08/31	1
30508582	1		30009:1	100	2016/08/03:2026/08/31	1
30508583	1		30009:1	100	2016/08/03:2026/08/31	1
30508584	1		30009:1	100	2016/08/03:2026/08/31	1
30508585	1		30009:1	100	2016/08/03:2026/08/31	1
30508586	1		30009:1	100	2016/08/03:2026/08/31	1
30508587	1		30009:1	100	2016/08/03:2026/08/31	1
30508588	1		30009:1	100	2016/08/03:2026/08/31	1
30508589	1		30009:1	100	2016/08/03:2026/08/31	1
30508590	1		30009:1	100	2016/08/03:2026/08/31	1
30508591	1		30009:1	100	2016/08/03:2026/08/31	1
30508592	1		30009:1	100	2016/08/03:2026/08/31	1
30508593	1		30009:1	100	2016/08/03:2026/08/31	1
30508594	1		30009:1	100	2016/08/03:2026/08/31	1
30508595	1		30009:1	100	2016/08/03:2026/08/31	1
30508596	1		30009:1	100	2016/08/03:2026/08/31	1
30508597	1		30009:1	100	2016/08/03:2026/08/31	1
30508598	1		30009:1	100	2016/08/03:2026/08/31	1
30508599	1		30009:1	100	2016/08/03:2026/08/31	1
30508600	1		30009:1	100	2016/08/03:2026/08/31	1
30508601	1		30009:1	100	2016/08/03:2026/08/31	1
30508602	1		30009:1	100	2016/08/03:2026/08/31	1
30508603	1		30009:1	100	2016/08/03:2026/08/31	1
30508604	1		30009:1	100	2016/08/03:2026/08/31	1
30508605	1		30009:1	100	2016/08/03:2026/08/31	1
30508606	1		30009:1	100	2016/08/03:2026/08/31	1
30508607	1		30009:1	100	2016/08/03:2026/08/31	1
30508608	1		30009:1	100	2016/08/03:2026/08/31	1
30508609	1		30009:1	100	2016/08/03:2026/08/31	1
30508610	1		30009:1	100	2016/08/03:2026/08/31	1
30508611	1		30009:1	100	2016/08/03:2026/08/31	1
30508612	1		30009:1	100	2016/08/03:2026/08/31	1
30508613	1		30009:1	100	2016/08/03:2026/08/31	1
30508614	1		30009:1	100	2016/08/03:2026/08/31	1
30508615	1		30009:1	100	2016/08/03:2026/08/31	1
30508616	1		30009:1	100	2016/08/03:2026/08/31	1
30508617	1		30009:1	100	2016/08/03:2026/08/31	1
30508618	1		30009:1	100	2016/08/03:2026/08/31	1
30508619	1		30009:1	100	2016/08/03:2026/08/31	1
30508620	1		30009:1	100	2016/08/03:2026/08/31	1
30508621	1		30009:1	100	2016/08/03:2026/08/31	1
30508622	1		30009:1	100	2016/08/03:2026/08/31	1
30508623	1		30009:1	100	2016/08/03:2026/08/31	1
30508624	1		30009:1	100	2016/08/03:2026/08/31	1
30508625	1		30009:1	100	2016/08/03:2026/08/31	1
30508626	1		30009:1	100	2016/08/03:2026/08/31	1
30508627	1		30009:1	100	2016/08/03:2026/08/31	1
30508628	1		30009:1	100	2016/08/03:2026/08/31	1
30508629	1		30009:1	100	2016/08/03:2026/08/31	1
30508630	1		30009:1	100	2016/08/03:2026/08/31	1
30508631	1		30009:1	100	2016/08/03:2026/08/31	1
30508632	1		30009:1	100	2016/08/03:2026/08/31	1
30508633	1		30009:1	100	2016/08/03:2026/08/31	1
30508634	1		30009:1	100	2016/08/03:2026/08/31	1
30508635	1		30009:1	100	2016/08/03:2026/08/31	1
30508636	1		30009:1	100	2016/08/03:2026/08/31	1
30508637	1		30009:1	100	2016/08/03:2026/08/31	1
30508638	1		30009:1	100	2016/08/03:2026/08/31	1
30508639	1		30009:1	100	2016/08/03:2026/08/31	1
30508640	1		30009:1	100	2016/08/03:2026/08/31	1
30508641	1		30009:1	100	2016/08/03:2026/08/31	1
30508642	1		30009:1	100	2016/08/03:2026/08/31	1
30508643	1		30009:1	100	2016/08/03:2026/08/31	1
30508644	1		30009:1	100	2016/08/03:2026/08/31	1
30508645	1		30009:1	100	2016/08/03:2026/08/31	1
30508646	1		30009:1	100	2016/08/03:2026/08/31	1
30508647	1		30009:1	100	2016/08/03:2026/08/31	1
30508648	1		30009:1	100	2016/08/03:2026/08/31	1
30508649	1		30009:1	100	2016/08/03:2026/08/31	1
30508650	1		30009:1	100	2016/08/03:2026/08/31	1
30508651	1		30009:1	100	2016/08/03:2026/08/31	1
30508652	1		30009:1	100	2016/08/03:2026/08/31	1
30508653	1		30009:1	100	2016/08/03:2026/08/31	1
30508654	1		30009:1	100	2016/08/03:2026/08/31	1
30508655	1		30009:1	100	2016/08/03:2026/08/31	1
30508656	1		30009:1	100	2016/08/03:2026/08/31	1
30508657	1		30009:1	100	2016/08/03:2026/08/31	1
30508658	1		30009:1	100	2016/08/03:2026/08/31	1
30508659	1		30009:1	100	2016/08/03:2026/08/31	1
30508660	1		30009:1	100	2016/08/03:2026/08/31	1
30508661	1		30009:1	100	2016/08/03:2026/08/31	1
30508662	1		30009:1	100	2016/08/03:2026/08/31	1
30508663	1		30009:1	100	2016/08/03:2026/08/31	1
30508664	1		30009:1	100	2016/08/03:2026/08/31	1
30508665	1		30009:1	100	2016/08/03:2026/08/31	1
30508666	1		30009:1	100	2016/08/03:2026/08/31	1
30508667	1		30009:1	100	2016/08/03:2026/08/31	1
30508668	1		30009:1	100	2016/08/03:2026/08/31	1
30508669	1		30009:1	100	2016/08/03:2026/08/31	1
30508670	1		30009:1	100	2016/08/03:2026/08/31	1
30508671	1		30009:1	100	2016/08/03:2026/08/31	1
30508672	1		30009:1	100	2016/08/03:2026/08/31	1
30508673	1		30009:1	100	2016/08/03:2026/08/31	1
30508674	1		30009:1	100	2016/08/03:2026/08/31	1
30508675	1		30009:1	100	2016/08/03:2026/08/31	1
30508676	1		30009:1	100	2016/08/03:2026/08/31	1
30508677	1		30009:1	100	2016/08/03:2026/08/31	1
30508678	1		30009:1	100	2016/08/03:2026/08/31	1
30508679	1		30009:1	100	2016/08/03:2026/08/31	1
30508680	1		30009:1	100	2016/08/03:2026/08/31	1
30508681	1		30009:1	100	2016/08/03:2026/08/31	1
30508682	1		30009:1	100	2016/08/03:2026/08/31	1
30508683	1		30009:1	100	2016/08/03:2026/08/31	1
30508684	1		30009:1	100	2016/08/03:2026/08/31	1
30508685	1		30009:1	100	2016/08/03:2026/08/31	1
30508686	1		30009:1	100	2016/08/03:2026/08/31	1
30508687	1		30009:1	100	2016/08/03:2026/08/31	1
30508688	1		30009:1	100	2016/08/03:2026/08/31	1
30508689	1		30009:1	100	2016/08/03:2026/08/31	1
30508690	1		30009:1	100	2016/08/03:2026/08/31	1
30508691	1		30009:1	100	2016/08/03:2026/08/31	1
30508692	1		30009:1	100	2016/08/03:2026/08/31	1
30508693	1		30009:1	100	2016/08/03:2026/08/31	1
30508694	1		30009:1	100	2016/08/03:2026/08/31	1
30508695	1		30009:1	100	2016/08/03:2026/08/31	1
30508696	1		30009:1	100	2016/08/03:2026/08/31	1
30508697	1		30009:1	100	2016/08/03:2026/08/31	1
30508698	1		30009:1	100	2016/08/03:2026/08/31	1
30508699	1		30009:1	100	2016/08/03:2026/08/31	1
30508700	1		30009:1	100	2016/08/03:2026/08/31	1
30508701	1		30009:1	100	2016/08/03:2026/08/31	1
30508702	1		30009:1	100	2016/08/03:2026/08/31	1
30508703	1		30009:1	100	2016/08/03:2026/08/31	1
30508704	1		30009:1	100	2016/08/03:2026/08/31	1
30508705	1		30009:1	100	2016/08/03:2026/08/31	1
30508706	1		30009:1	100	2016/08/03:2026/08/31	1
30508707	1		30009:1	100	2016/08/03:2026/08/31	1
30508708	1		30009:1	100	2016/08/03:2026/08/31	1
30508709	1		30009:1	100	2016/08/03:2026/08/31	1
30508710	1		30009:1	100	2016/08/03:2026/08/31	1
30508711	1		30009:1	100	2016/08/03:2026/08/31	1
30508712	1		30009:1	100	2016/08/03:2026/08/31	1
30508713	1		30009:1	100	2016/08/03:2026/08/31	1
30508714	1		30009:1	100	2016/08/03:2026/08/31	1
30508715	1		30009:1	100	2016/08/03:2026/08/31	1
30508716	1		30009:1	100	2016/08/03:2026/08/31	1
30508717	1		30009:1	100	2016/08/03:2026/08/31	1
30508718	1		30009:1	100	2016/08/03:2026/08/31	1
30508719	1		30009:1	100	2016/08/03:2026/08/31	1
30508720	1		30009:1	100	2016/08/03:2026/08/31	1
30508721	1		30009:1	100	2016/08/03:2026/08/31	1
30508722	1		30009:1	100	2016/08/03:2026/08/31	1
30508723	1		30009:1	100	2016/08/03:2026/08/31	1
30508724	1		30009:1	100	2016/08/03:2026/08/31	1
30508725	1		30009:1	100	2016/08/03:2026/08/31	1
30508726	1		30009:1	100	2016/08/03:2026/08/31	1
30508727	1		30009:1	100	2016/08/03:2026/08/31	1
30508728	1		30009:1	100	2016/08/03:2026/08/31	1
30508729	1		30009:1	100	2016/08/03:2026/08/31	1
30508730	1		30009:1	100	2016/08/03:2026/08/31	1
30508731	1		30009:1	100	2016/08/03:2026/08/31	1
30508732	1		30009:1	100	2016/08/03:2026/08/31	1
30508733	1		30009:1	100	2016/08/03:2026/08/31	1
30508734	1		30009:1	100	2016/08/03:2026/08/31	1
30508735	1		30009:1	100	2016/08/03:2026/08/31	1
30508736	1		30009:1	100	2016/08/03:2026/08/31	1
30508737	1		30009:1	100	2016/08/03:2026/08/31	1
30508738	1		30009:1	100	2016/08/03:2026/08/31	1
30508739	1		30009:1	100	2016/08/03:2026/08/31	1
30508740	1		30009:1	100	2016/08/03:2026/08/31	1
30508741	1		30009:1	100	2016/08/03:2026/08/31	1
30508742	1		30009:1	100	2016/08/03:2026/08/31	1
30508743	1		30009:1	100	2016/08/03:2026/08/31	1
30508744	1		30009:1	100	2016/08/03:2026/08/31	1
30508745	1		30009:1	100	2016/08/03:2026/08/31	1
30508746	1		30009:1	100	2016/08/03:2026/08/31	1
30508747	1		30009:1	100	2016/08/03:2026/08/31	1
30508748	1		30009:1	100	2016/08/03:2026/08/31	1
30508749	1		30009:1	100	2016/08/03:2026/08/31	1
