物品ID	物品图标	掉落模型	物品名字	物品类型名称	物品介绍	限制等级	职业限制	物品品质	物品类型	装备部件	打孔器位置	熔炼值	消耗类型	消耗数值	使用CD	购买货币	购买价格	出售价格	最大叠加数	是否可强化	打孔类型	是否可打孔	增加类型1	增加数值1	增加类型2	增加数值2	礼包物品	触发任务ID	装备外观	来源	最小物理攻击	最大物理攻击	最小物理防御	最大物理防御	最小魔法攻击	最大魔法攻击	最小魔法防御	最大魔法防御	最小生命值	最大生命值	最小物理暴击	最大物理暴击	最小魔法暴击	最大魔法暴击	最小物理抗暴击	最大物理抗暴击	最小魔法抗暴击	最大魔法抗暴击	最小格挡率	最大格挡率	最小闪避率	最大闪避率	最小魔法回复率	最大魔法回复率	最小格挡值	最大格挡值	最小命中率	最大命中率	最小血球回复率	最大血球回复率
44203020	item_head_004.png		凤凰之眸帽子	头盔	传说中一只凤凰被封印在这顶帽子里，凤凰挣脱后帽子两侧留下了凤凰眼镜的图案。	100	20:21:22:23	4	4	3		1030	0	0	0	0	10	10	1	1		3020	0	0	0	0	0	0	0		0	0	0	0	0	0	12019	17170	0	0	0	0	0	0	0	0	12019	17170	0	0	0	0	0	0	0	0	0	0	0	0
44303005	item_head_001.png		斗者头盔	头盔	格斗系最初级的头部防具，坚固耐打击，性价比还不错。	25	30:31:32:33	4	4	3		280	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	3:0026;	0	0	0	0	0	0	591	844	0	0	0	0	0	0	0	0	591	844	0	0	0	0	0	0	0	0	0	0	0	0
44303006	item_head_002.png		斗灵头盔	头盔	充满斗灵之气的一款头盔，戴上去感觉脑袋凉嗖嗖的。	30	30:31:32:33	4	4	3		330	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	3:0034;	0	0	0	0	0	0	906	1294	0	0	0	0	0	0	0	0	906	1294	0	0	0	0	0	0	0	0	0	0	0	0
44303007	item_head_003.png		斗神头盔	头盔	某位民间格斗者自封为斗神后打造的一款头盔，然并没有名字那么神。	35	30:31:32:33	4	4	3		380	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	1:1152;3:0042;	0	0	0	0	0	0	1285	1836	0	0	0	0	0	0	0	0	1285	1836	0	0	0	0	0	0	0	0	0	0	0	0
44303008	item_head_004.png		武圣头盔	头盔	梦想成为武圣的男人才有资格佩戴的头盔。	40	30:31:32:33	4	4	3		430	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	1:1166;1:1178;3:0050;	0	0	0	0	0	0	1728	2469	0	0	0	0	0	0	0	0	1728	2469	0	0	0	0	0	0	0	0	0	0	0	0
44303009	item_head_005.png		极致武圣头盔	头盔	红铜打造的头部防具，表面已经被磨的发光。	45	30:31:32:33	4	4	3		480	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	1:1189;1:1200;3:0058;	0	0	0	0	0	0	2235	3193	0	0	0	0	0	0	0	0	2235	3193	0	0	0	0	0	0	0	0	0	0	0	0
44303010	item_head_000.png		地下搏击头盔	头盔	地下搏击者专用头盔，鼻子以上的部位有精钢制成的面具遮挡。	50	30:31:32:33	4	4	3		530	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	3:0066;	0	0	0	0	0	0	2805	4008	0	0	0	0	0	0	0	0	2805	4008	0	0	0	0	0	0	0	0	0	0	0	0
44303011	item_head_001.png		暗影邪灵头盔	头盔	纯黑色看起来很邪恶的头盔。	55	30:31:32:33	4	4	3		580	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	3:0074;	0	0	0	0	0	0	3440	4914	0	0	0	0	0	0	0	0	3440	4914	0	0	0	0	0	0	0	0	0	0	0	0
44303012	item_head_002.png		极术奥义头盔	头盔	内侧镶有冰冷的金属贴片的头部防具，据说能让人的思维更清晰。	60	30:31:32:33	4	4	3		630	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	3:0082;	0	0	0	0	0	0	4138	5911	0	0	0	0	0	0	0	0	4138	5911	0	0	0	0	0	0	0	0	0	0	0	0
44303013	item_head_003.png		雷神之怒头盔	头盔	被雷神之怒化成的闪电劈中过的头盔，闻着还有股焦糊味。	65	30:31:32:33	4	4	3		680	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0	3:0090;	0	0	0	0	0	0	4900	7000	0	0	0	0	0	0	0	0	4900	7000	0	0	0	0	0	0	0	0	0	0	0	0
44303014	item_head_004.png		钢铁之林头盔	头盔	采自钢铁之林中精钢打造的头盔，极其坚硬。	70	30:31:32:33	4	4	3		730	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	5726	8179	0	0	0	0	0	0	0	0	5726	8179	0	0	0	0	0	0	0	0	0	0	0	0
44303015	item_head_005.png		霸王钢牙头盔	头盔	头盔上密布着短小结实的钢牙，是每一个拳法家梦想中的装备。	75	30:31:32:33	4	4	3		780	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	6615	9450	0	0	0	0	0	0	0	0	6615	9450	0	0	0	0	0	0	0	0	0	0	0	0
44303016	item_head_000.png		拳皇遗产头盔	头盔	拳皇的遗产，头盔本身的象征意义要比实用意义大。	80	30:31:32:33	4	4	3		830	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	7568	10812	0	0	0	0	0	0	0	0	7568	10812	0	0	0	0	0	0	0	0	0	0	0	0
44303017	item_head_001.png		真圣武者头盔	头盔	真圣武者头盔，据说只有心思纯净一心向武的人才能佩戴的头盔。	85	30:31:32:33	4	4	3		880	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	8585	12265	0	0	0	0	0	0	0	0	8585	12265	0	0	0	0	0	0	0	0	0	0	0	0
44303018	item_head_002.png		天地雄魂头盔	头盔	传说中的极品头部防具，天地间唯武者不败。	90	30:31:32:33	4	4	3		930	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	9666	13809	0	0	0	0	0	0	0	0	9666	13809	0	0	0	0	0	0	0	0	0	0	0	0
44303019	item_head_003.png		人间极皇头盔	头盔	金灿灿的头盔，代表着人间武者中最高贵的存在。	95	30:31:32:33	4	4	3		980	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	10811	15444	0	0	0	0	0	0	0	0	10811	15444	0	0	0	0	0	0	0	0	0	0	0	0
44303020	item_head_004.png		不灭战神头盔	头盔	不灭战神头盔，人类中最强武者的头部防具。	100	30:31:32:33	4	4	3		1030	0	0	0	0	10	10	1	1		3030	0	0	0	0	0	0	0		0	0	0	0	0	0	12019	17170	0	0	0	0	0	0	0	0	12019	17170	0	0	0	0	0	0	0	0	0	0	0	0
44403005	item_head_001.png		魔星帽子	头盔	魔法师初级头部防具，一个表面全是小星星的尖顶布帽子。	25	40:41:42:43	4	4	3		280	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	3:0026;	0	0	0	0	0	0	591	844	0	0	0	0	0	0	0	0	591	844	0	0	0	0	0	0	0	0	0	0	0	0
44403006	item_head_002.png		魔魂帽子	头盔	树皮制成的尖顶帽，上面写满了魔法咒语。	30	40:41:42:43	4	4	3		330	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	3:0034;	0	0	0	0	0	0	906	1294	0	0	0	0	0	0	0	0	906	1294	0	0	0	0	0	0	0	0	0	0	0	0
44403007	item_head_003.png		魔灵帽子	头盔	小羊皮材质的尖顶帽，帽尖部分是用哥布林的手骨制成的，看着有点渗人。	35	40:41:42:43	4	4	3		380	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	1:1152;3:0042;	0	0	0	0	0	0	1285	1836	0	0	0	0	0	0	0	0	1285	1836	0	0	0	0	0	0	0	0	0	0	0	0
44403008	item_head_004.png		魔法学者帽子	头盔	魔法学者的帽子，初级装备比较容易得到。	40	40:41:42:43	4	4	3		430	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	1:1166;1:1178;3:0050;	0	0	0	0	0	0	1728	2469	0	0	0	0	0	0	0	0	1728	2469	0	0	0	0	0	0	0	0	0	0	0	0
44403009	item_head_005.png		古灵精怪帽子	头盔	造型可爱的帽子，女孩子们都喜欢。	45	40:41:42:43	4	4	3		480	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	1:1189;1:1200;3:0058;	0	0	0	0	0	0	2235	3193	0	0	0	0	0	0	0	0	2235	3193	0	0	0	0	0	0	0	0	0	0	0	0
44403010	item_head_000.png		战灵头盔	头盔	如果你是一个好战的法师，那么这个头盔非常适合你。	50	40:41:42:43	4	4	3		530	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	3:0066;	0	0	0	0	0	0	2805	4008	0	0	0	0	0	0	0	0	2805	4008	0	0	0	0	0	0	0	0	0	0	0	0
44403011	item_head_001.png		暗语头盔	头盔	据说佩戴者时不时会听到隐秘的窃窃私语声。	55	40:41:42:43	4	4	3		580	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	3:0074;	0	0	0	0	0	0	3440	4914	0	0	0	0	0	0	0	0	3440	4914	0	0	0	0	0	0	0	0	0	0	0	0
44403012	item_head_002.png		清音头盔	头盔	敲击头盔，会发出清澈的回音。	60	40:41:42:43	4	4	3		630	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	3:0082;	0	0	0	0	0	0	4138	5911	0	0	0	0	0	0	0	0	4138	5911	0	0	0	0	0	0	0	0	0	0	0	0
44403013	item_head_003.png		契约者头盔	头盔	契约者头盔，佩戴者或许要签订什么奇怪的契约。	65	40:41:42:43	4	4	3		680	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0	3:0090;	0	0	0	0	0	0	4900	7000	0	0	0	0	0	0	0	0	4900	7000	0	0	0	0	0	0	0	0	0	0	0	0
44403014	item_head_004.png		星宿头盔	头盔	用白银打造的头部防具，上面雕刻有星纹。	70	40:41:42:43	4	4	3		730	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	5726	8179	0	0	0	0	0	0	0	0	5726	8179	0	0	0	0	0	0	0	0	0	0	0	0
44403015	item_head_005.png		圣灵元素头盔	头盔	传说中被圣灵之力祝福过的头盔，极其稀有。	75	40:41:42:43	4	4	3		780	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	6615	9450	0	0	0	0	0	0	0	0	6615	9450	0	0	0	0	0	0	0	0	0	0	0	0
44403016	item_head_000.png		圣灵救赎头盔	头盔	白金打造的稀有头部防具，轻薄但韧性极佳。	80	40:41:42:43	4	4	3		830	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	7568	10812	0	0	0	0	0	0	0	0	7568	10812	0	0	0	0	0	0	0	0	0	0	0	0
44403017	item_head_001.png		玄月精灵头盔	头盔	玄月精灵在世界之树下打造的头盔，月夜赋予了它神奇的能量。	85	40:41:42:43	4	4	3		880	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	8585	12265	0	0	0	0	0	0	0	0	8585	12265	0	0	0	0	0	0	0	0	0	0	0	0
44403018	item_head_002.png		生命之树藤盔	头盔	世界之树藤条编织成的头部防具，虽然是木质的但仍具有强大的防护力。	90	40:41:42:43	4	4	3		930	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	9666	13809	0	0	0	0	0	0	0	0	9666	13809	0	0	0	0	0	0	0	0	0	0	0	0
44403019	item_head_003.png		无尽之火头盔	头盔	使用无尽之火冶炼过的头盔，上面布满了灼烧过后的疤痕。	95	40:41:42:43	4	4	3		980	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	10811	15444	0	0	0	0	0	0	0	0	10811	15444	0	0	0	0	0	0	0	0	0	0	0	0
44403020	item_head_004.png		逆转星辰头盔	头盔	银白色的头盔，上面缀满了梦幻般闪耀的星辰。	100	40:41:42:43	4	4	3		1030	0	0	0	0	10	10	1	1		3040	0	0	0	0	0	0	0		0	0	0	0	0	0	12019	17170	0	0	0	0	0	0	0	0	12019	17170	0	0	0	0	0	0	0	0	0	0	0	0
44503005	item_head_001.png		圣者头盔	头盔	青铜打造的头部防具，刻有一个简单的十字架图案。	25	50:51:52:53	4	4	3		280	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503006	item_head_002.png		圣魂头盔	头盔	黄铜打造的头部防具，头盔后部延伸出来一块金属板，可以在战斗中保护脆弱的颈部。	30	50:51:52:53	4	4	3		330	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503007	item_head_003.png		圣灵头盔	头盔	钛合金制成的头盔，韧性好重量轻，战斗中戴着它不会给你的脖子增加负担。	35	50:51:52:53	4	4	3		380	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503008	item_head_004.png		誓言头盔	头盔	头盔内侧刻有祷告誓言，不知道有什么作用。	40	50:51:52:53	4	4	3		430	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503009	item_head_005.png		圣洁头盔	头盔	白金打造的头部防具，耳侧部位用碎钻拼成了天使之翼的图案。	45	50:51:52:53	4	4	3		480	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503010	item_head_000.png		静谧头盔	头盔	纯白冰晶制成的头盔，据说戴上它可以隔绝外界的声音。	50	50:51:52:53	4	4	3		530	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503011	item_head_001.png		异次元头盔	头盔	相传，这个头盔是神秘人从异次元空间带来的。	55	50:51:52:53	4	4	3		580	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503012	item_head_002.png		天咒头盔	头盔	一个被诅咒致死的人类强者曾经戴过的头盔。	60	50:51:52:53	4	4	3		630	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503013	item_head_003.png		魔魂头盔	头盔	在很久之前，一个被囚禁的魔魂打造了这个头盔。	65	50:51:52:53	4	4	3		680	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503014	item_head_004.png		悲悯英雄头盔	头盔	远古时期一位对人类心怀悲悯之心的异族强者所佩戴的头盔。	70	50:51:52:53	4	4	3		730	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503015	item_head_005.png		魔力精髓头盔	头盔	一个研究极端魔能到疯狂的魔法师戴过的头盔。	75	50:51:52:53	4	4	3		780	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503016	item_head_000.png		亡者意念头盔	头盔	死亡的圣职者凭借着强大意念将其亡魂附着在这个头盔中，没人知道佩戴者会发生什么事情。	80	50:51:52:53	4	4	3		830	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503017	item_head_001.png		亡灵斗破头盔	头盔	传说中死亡圣职者的意念操控的头盔，戴上它你可能会变得不正常。	85	50:51:52:53	4	4	3		880	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503018	item_head_002.png		赤子之心头盔	头盔	不带一丝杂色的红色头盔，如同赤子的心脏。	90	50:51:52:53	4	4	3		930	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503019	item_head_003.png		复魂天使头盔	头盔	复魂天使们在战斗中佩戴过的头盔。	95	50:51:52:53	4	4	3		980	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44503020	item_head_004.png		新生洗礼头盔	头盔	被圣洁的新生命之光洗礼过的头盔，散发着神圣的光芒。	100	50:51:52:53	4	4	3		1030	0	0	0	0	10	10	1	1		3050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603005	item_head_001.png		黑夜头盔	头盔	暗夜系初级头部防具，一顶轻薄的黑铁头盔。	25	60:61:62:63	4	4	3		280	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603006	item_head_002.png		暗夜头盔	头盔	纯黑色流线造型的头盔，很适合佩戴它在暗夜中穿行。	30	60:61:62:63	4	4	3		330	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603007	item_head_003.png		极夜头盔	头盔	头盔的前部如同动物的尖角向前凸起，在战斗中可以起到震慑敌人的作用。	35	60:61:62:63	4	4	3		380	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603008	item_head_004.png		骷髅头盔	头盔	一整个骷髅头骨打造的头盔，真的有人愿意戴它吗？	40	60:61:62:63	4	4	3		430	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603009	item_head_005.png		冰晶骷髅头盔	头盔	冒险者在冰原下发现了一具神秘的骸骨，骨骼已经化作冰晶，他们用这具骸骨制成了一顶头盔。	45	60:61:62:63	4	4	3		480	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603010	item_head_000.png		琉璃头盔	头盔	琉璃做成的头盔，没什么重量但很容易破碎。	50	60:61:62:63	4	4	3		530	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603011	item_head_001.png		鬼魅头盔	头盔	银黑色如同鬼魅般的头盔。	55	60:61:62:63	4	4	3		580	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603012	item_head_002.png		暗龙头盔	头盔	暗黑色有龙纹的头盔。	60	60:61:62:63	4	4	3		630	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603013	item_head_003.png		食人魔头盔	头盔	很恶心的骷髅头盔，散发着食人魔的血腥味。	65	60:61:62:63	4	4	3		680	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603014	item_head_004.png		恶魔捕手头盔	头盔	恶魔在四处制造案件，快戴上这款头盔去捕捉它们吧。	70	60:61:62:63	4	4	3		730	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603015	item_head_005.png		邪恶劣迹头盔	头盔	劣迹者的专属头盔，他们喜欢戴着它去搞破坏。	75	60:61:62:63	4	4	3		780	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603016	item_head_000.png		邪龙蛊毒头盔	头盔	邪龙造型的头盔，上面缀着一些有毒的蛊虫。	80	60:61:62:63	4	4	3		830	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603017	item_head_001.png		末日头盔	头盔	暗红色的头盔，有一种末日的绝望气息。	85	60:61:62:63	4	4	3		880	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603018	item_head_002.png		无法者头盔	头盔	顾名思义，无法者喜欢佩戴的头盔。	90	60:61:62:63	4	4	3		930	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603019	item_head_003.png		魔之牙头盔	头盔	神秘魔兽的牙齿制成的头盔，边缘为锋利的锯齿形状。	95	60:61:62:63	4	4	3		980	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44603020	item_head_004.png		冥王审判头盔	头盔	地狱主宰者进行审判时佩戴的头盔。	100	60:61:62:63	4	4	3		1030	0	0	0	0	10	10	1	1		3060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45103005	item_head_001.png		纯白剑客头盔	头盔	纯白色的普通剑客头盔，小白专属。	25	10:11:12:13	5	4	3		300	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0026;	0	0	0	0	0	0	620	886	0	0	0	0	0	0	0	0	655	935	0	0	0	0	0	0	0	0	0	0	0	0
45103006	item_head_002.png		疯狂剑客头盔	头盔	这个头盔是一位资质平庸，却疯狂追求剑术之道的剑客留下的遗产。	30	10:11:12:13	5	4	3		350	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0034;	0	0	0	0	0	0	951	1359	0	0	0	0	0	0	0	0	1004	1435	0	0	0	0	0	0	0	0	0	0	0	0
45103007	item_head_003.png		归隐剑客头盔	头盔	一位年长剑客归隐后留给他儿子的装备，不知道为何会流落到你这里。	35	10:11:12:13	5	4	3		400	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0042;	0	0	0	0	0	0	1349	1928	0	0	0	0	0	0	0	0	1424	2035	0	0	0	0	0	0	0	0	0	0	0	0
45103008	item_head_004.png		极影头盔	头盔	特殊材料制成的银黑色头盔，移动起来就像银黑色的暗影。	40	10:11:12:13	5	4	3		450	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	1815	2592	0	0	0	0	0	0	0	0	1915	2736	0	0	0	0	0	0	0	0	0	0	0	0
45103009	item_head_005.png		龙跃头盔	头盔	龙头形状的头盔，顶部装饰这一个锋利的独角，造型很酷炫。	45	10:11:12:13	5	4	3		500	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0058;	0	0	0	0	0	0	2347	3352	0	0	0	0	0	0	0	0	2477	3539	0	0	0	0	0	0	0	0	0	0	0	0
45103010	item_head_000.png		虚空头盔	头盔	烟雾状的头盔，笼罩在佩戴者的头上。	50	10:11:12:13	5	4	3		550	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0066;	0	0	0	0	0	0	2946	4208	0	0	0	0	0	0	0	0	3109	4442	0	0	0	0	0	0	0	0	0	0	0	0
45103011	item_head_001.png		剑心碎尘头盔	头盔	白金色的头盔，头盔边缘有金色碎尘。	55	10:11:12:13	5	4	3		600	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0074;	0	0	0	0	0	0	3612	5160	0	0	0	0	0	0	0	0	3812	5446	0	0	0	0	0	0	0	0	0	0	0	0
45103012	item_head_002.png		苍狼逐雪头盔	头盔	整体造型是一个狼头的形象，顶端的毛发呈雪白色，就像雪花落在了苍狼的头顶上。	60	10:11:12:13	5	4	3		650	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0082;	0	0	0	0	0	0	4345	6207	0	0	0	0	0	0	0	0	4586	6552	0	0	0	0	0	0	0	0	0	0	0	0
45103013	item_head_003.png		剑气断海头盔	头盔	海蓝色的头盔，边缘不平整有被利刃斩断的痕迹。	65	10:11:12:13	5	4	3		700	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0	3:0090;	0	0	0	0	0	0	5145	7350	0	0	0	0	0	0	0	0	5431	7758	0	0	0	0	0	0	0	0	0	0	0	0
45103014	item_head_004.png		寒冰落雷头盔	头盔	很厚重的一款头盔，看起来凉冰冰的。	70	10:11:12:13	5	4	3		750	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0		0	0	0	0	0	0	6012	8588	0	0	0	0	0	0	0	0	6346	9065	0	0	0	0	0	0	0	0	0	0	0	0
45103015	item_head_005.png		飞燕追影头盔	头盔	很轻便的一款头盔，头盔两耳部位有燕尾造型。	75	10:11:12:13	5	4	3		800	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0		0	0	0	0	0	0	6946	9923	0	0	0	0	0	0	0	0	7332	10474	0	0	0	0	0	0	0	0	0	0	0	0
45103016	item_head_000.png		疾风月光头盔	头盔	月白色头盔，造型如疾风一样轻灵。	80	10:11:12:13	5	4	3		850	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0		0	0	0	0	0	0	7947	11352	0	0	0	0	0	0	0	0	8388	11983	0	0	0	0	0	0	0	0	0	0	0	0
45103017	item_head_001.png		剑灵反噬头盔	头盔	传说中一个失去身体剑灵附着在上面，不知道它现在走了没有。	85	10:11:12:13	5	4	3		900	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0		0	0	0	0	0	0	9015	12878	0	0	0	0	0	0	0	0	9515	13593	0	0	0	0	0	0	0	0	0	0	0	0
45103018	item_head_002.png		无双剑神头盔	头盔	剑神的头盔，独一无二世界上仅此一个。	90	10:11:12:13	5	4	3		950	0	0	0	0	10	10	1	1		3010	0	0	0	0	0	0	0		0	0	0	0	0	0	10149	14499	0	0	0	0	0	0	0	0	10713	15305	0	0	0	0	0	0	0	0	0	0	0	0
