场景ID	场景类型	对应副本ID	开放需求	场景名称	场景介绍	场景名称图片	场景小标题	消耗体力	副本显示物品列表	小怪掉落列表	小怪掉落数量最大限制	小怪概率	boss掉落列表	boss掉落数量限制	boss掉落概率	隐藏boss掉落列表	隐藏boss掉落数量限制	隐藏boss掉落概率	金币掉落数量	金币图标	单个图标数量	翻牌奖励1列表	翻牌奖励2列表	经验奖励	场景地图资源	地图图标	怪物半身像	复活方式	复活坐标X	复活坐标Y	复活朝向	复活倒计时	最低进入等级	最高进入等级	宝石孔位	洗练属性	是否携带小伙伴进入	公共副本	每日限制进入次数	通关次数限制	开启时间	关闭时间	背景音乐	特殊限制	角色尾巴类型	主角阴影类型	怪物阴影类型	场景天气特效	神秘商店出现几率	预防作弊	怪物数量	关卡脚本	大关卡	隐藏关卡进入条件	怪物动画1	缩放1	怪物动画2	缩放2	怪物动画3	缩放3	速度修正比	是否创建炫纹
1290	2	15	1289	关卡290	这些蜘蛛卵快孵化了，需要先打破不然就会陷入麻烦..	font_15.png	第290关	5	30000007;75000001;91000002;44104010;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41104010:4:165;42104010:4:75;43104010:4:38;44104010:4:10;41204010:4:165;42204010:4:75;43204010:4:38;44204010:4:10;41404010:4:165;42404010:4:75;43404010:4:38;44404010:4:10;41304010:4:165;42304010:4:75;43304010:4:38;44304010:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1016	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_18_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110903	99	copy_1290			zhizhuwang_idle	0.8			monster_boss_012_idle	0.8	1	
1291	2	15	1290	关卡291	这里的树都成精了，不是建国后不能成精的吗？	font_15.png	第291关	5	72000001;30000001;	72000001:5:1;30000001:10:1;	2:10000;	100							1020	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_1_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110904	99	copy_1291			monster_011_idle	0.9			monster_boss_016_idle	0.9	1	
1292	4	15	1291	关卡292	好强大的气息，怎么破？怎么破？硬干吗？	font_15.png	第292关	5	73000001;30000002;	73000001:5:1;30000002:10:1;	2:10000;	100							1024	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_2_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111001	99	copy_1292			monster_012_idle	0.9			monster_boss_013_idle	0.9	1	
1293	2	15	1292	关卡293	哥布林王竟然逃到这里来了，这次给他的人生画上一个句号吧！	font_15.png	第293关	5	74000001;30000003;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41102011:4:165;42102011:4:75;43102011:4:38;44102011:4:10;41202011:4:165;42202011:4:75;43202011:4:38;44202011:4:10;41402011:4:165;42402011:4:75;43402011:4:38;44402011:4:10;41302011:4:165;42302011:4:75;43302011:4:38;44302011:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1028	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_3_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111101	99	copy_1293			monster_001_idle_yellow	0.9	monster_018_idle	0.9	monster_001_idle_blue	0.9	1	
1294	2	15	1293	关卡294	凶灵...看见他就头疼！	font_15.png	第294关	5	30000007;75000001;91000002;44102011;	74000001:5:1;30000003:10:1;	2:10000;	100							1032	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_4_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111102	99	copy_1294			monster_017_idle	0.9			monster_013_idle	0.9	1	
1295	2	15	1294	关卡295	打散你这些破石头.没有谁能阻挡前进的脚步，冲吧少年	font_15.png	第295关	5	72000001;30000004;	72000001:5:1;30000004:10:1;	2:10000;	100							1036	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_5_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111201	99	copy_1295					leg_ui_idle	0.4			1	
1296	4	15	1295	关卡296	光之骑士也堕落了竟然跟暗之骑士联手，也对他们本来就是兄弟..	font_15.png	第296关	5	72000001;30000005;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41105011:4:165;42105011:4:75;43105011:4:38;44105011:4:10;41205011:4:165;42205011:4:75;43205011:4:38;44205011:4:10;41405011:4:165;42405011:4:75;43405011:4:38;44405011:4:10;41305011:4:165;42305011:4:75;43305011:4:38;44305011:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1040	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_6_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111301	99	copy_1296			monster_boss_003_idle	0.9	monster_boss_011_idle	0.9	monster_boss_013_idle	0.9	1	
1297	2	15	1296	关卡297	这个...怎么会出现这样强大的高手...	font_15.png	第297关	5	30000007;75000001;91000002;44105011;	72000001:5:1;30000005:10:1;	2:10000;	100							1044	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_7_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111302	99	copy_1297			card_001_idle	0.9			card_015_idle	0.9	1	
1298	2	15	1297	关卡298	这个高手也在这里？	font_15.png	第298关	5	73000001;30000006;	73000001:5:1;30000006:10:1;	2:10000;	100							1048	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_8_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111303	99	copy_1298			card_002_idle	0.9			card_004_idle	0.9	1	
1299	2	15	1298	关卡299	这快到怎么都是大神级的任务..果然是巅峰高手聚集地..	font_15.png	第299关	5	74000001;30000001;	74000001:5:1;30000001:10:1;	2:10000;	100							1052	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_9_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111401	99	copy_1299			card_016_idle	0.9			card_019_idle	0.9	1	
1300	4	15	1299	关卡300	能站在这里，就是巅峰了..真是恍若一梦啊..	font_15.png	第300关	5	30000007;75000001;91000002;44103011;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41103011:4:165;42103011:4:75;43103011:4:38;44103011:4:10;41203011:4:165;42203011:4:75;43203011:4:38;44203011:4:10;41403011:4:165;42403011:4:75;43403011:4:38;44403011:4:10;41303011:4:165;42303011:4:75;43303011:4:38;44303011:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1056	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_10_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111501	99	copy_1300			card_008_idle	0.9	card_009_idle	0.9	card_010_idle	0.9	1	
2001	5	0	10	霸图俱乐部	霸图俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2002	5	0	10	轮回俱乐部	轮回俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2003	5	0	10	微草俱乐部	微草俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2004	5	0	10	蓝雨俱乐部	蓝雨俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2005	5	0	10	烟雨俱乐部	烟雨俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2006	5	0	10	虚空俱乐部	虚空俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2007	5	0	10	皇风俱乐部	皇风俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2008	5	0	10	雷霆俱乐部	雷霆俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2009	5	0	10	呼啸俱乐部	呼啸俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2010	5	0	10	义斩俱乐部	义斩俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
2011	5	0	10	昭华俱乐部	昭华俱乐部			0											0	0	0			0	jingjichang_1	0	0	0	240	120	0	0	10	100	0	0	1	0	0	1	0	0	normal_monster.mp3		0	0	0	0	0	0		bt_club_1									1	
