技能唯一ID	技能类型	动画资源名	图标	技能名称	释放距离X	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
30351024	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	24	24	0	0	0	72000001	118	73000001	60	0	10000	0	10450	0	12442	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]104.5%+12442[txt:size=18 color=white]点魔法伤害。		0	0
30351025	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	25	25	0	0	0	72000001	123	73000001	63	0	10000	0	10470	0	12960	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]104.7%+12960[txt:size=18 color=white]点魔法伤害。		0	0
30351026	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	26	26	0	0	0	72000001	128	73000001	65	0	10000	0	10490	0	13478	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]104.9%+13478[txt:size=18 color=white]点魔法伤害。		0	0
30351027	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	27	27	0	0	0	72000001	133	73000001	68	0	10000	0	10510	0	13997	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]105.1%+13997[txt:size=18 color=white]点魔法伤害。		0	0
30351028	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	28	28	0	0	0	72000001	138	73000001	70	0	10000	0	10530	0	14515	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]105.3%+14515[txt:size=18 color=white]点魔法伤害。		0	0
30351029	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	29	29	0	0	0	72000001	143	73000001	73	0	10000	0	10550	0	15034	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]105.5%+15034[txt:size=18 color=white]点魔法伤害。		0	0
30351030	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	30	30	0	0	0	72000001	148	73000001	75	0	10000	0	10570	0	15552	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]105.7%+15552[txt:size=18 color=white]点魔法伤害。		0	0
30351031	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	31	31	0	0	0	73000001	78	74000001	51	0	10000	0	10590	0	16070	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]105.9%+16070[txt:size=18 color=white]点魔法伤害。		0	0
30351032	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	32	32	0	0	0	73000001	80	74000001	52	0	10000	0	10600	0	16589	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]106%+16589[txt:size=18 color=white]点魔法伤害。		0	0
30351033	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	33	33	0	0	0	73000001	83	74000001	54	0	10000	0	10620	0	17107	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]106.2%+17107[txt:size=18 color=white]点魔法伤害。		0	0
30351034	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	34	34	0	0	0	73000001	85	74000001	56	0	10000	0	10640	0	17626	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]106.4%+17626[txt:size=18 color=white]点魔法伤害。		0	0
30351035	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	35	35	0	0	0	73000001	88	74000001	57	0	10000	0	10660	0	18144	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]106.6%+18144[txt:size=18 color=white]点魔法伤害。		0	0
30351036	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	36	36	0	0	0	73000001	90	74000001	59	0	10000	0	10680	0	18662	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]106.8%+18662[txt:size=18 color=white]点魔法伤害。		0	0
30351037	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	37	37	0	0	0	73000001	93	74000001	61	0	10000	0	10700	0	19181	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]107%+19181[txt:size=18 color=white]点魔法伤害。		0	0
30351038	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	38	38	0	0	0	73000001	95	74000001	62	0	10000	0	10720	0	19699	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]107.2%+19699[txt:size=18 color=white]点魔法伤害。		0	0
30351039	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	39	39	0	0	0	73000001	98	74000001	64	0	10000	0	10740	0	20218	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]107.4%+20218[txt:size=18 color=white]点魔法伤害。		0	0
30351040	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	40	40	0	0	0	73000001	100	74000001	65	0	10000	0	10760	0	20736	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]107.6%+20736[txt:size=18 color=white]点魔法伤害。		0	0
30351041	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	41	41	0	0	0	74000001	67	75000001	33	0	10000	0	10770	0	21254	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]107.7%+21254[txt:size=18 color=white]点魔法伤害。		0	0
30351042	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	42	42	0	0	0	74000001	69	75000001	34	0	10000	0	10790	0	21773	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]107.9%+21773[txt:size=18 color=white]点魔法伤害。		0	0
30351043	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	43	43	0	0	0	74000001	70	75000001	35	0	10000	0	10810	0	22291	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]108.1%+22291[txt:size=18 color=white]点魔法伤害。		0	0
30351044	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	44	44	0	0	0	74000001	72	75000001	35	0	10000	0	10830	0	22810	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]108.3%+22810[txt:size=18 color=white]点魔法伤害。		0	0
30351045	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	45	45	0	0	0	74000001	74	75000001	36	0	10000	0	10850	0	23328	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]108.5%+23328[txt:size=18 color=white]点魔法伤害。		0	0
30351046	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	46	46	0	0	0	74000001	75	75000001	37	0	10000	0	10870	0	23846	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]108.7%+23846[txt:size=18 color=white]点魔法伤害。		0	0
30351047	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	47	47	0	0	0	74000001	77	75000001	38	0	10000	0	10890	0	24365	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]108.9%+24365[txt:size=18 color=white]点魔法伤害。		0	0
30351048	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	48	48	0	0	0	74000001	78	75000001	39	0	10000	0	10910	0	24883	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]109.1%+24883[txt:size=18 color=white]点魔法伤害。		0	0
30351049	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	49	49	0	0	0	74000001	80	75000001	39	0	10000	0	10930	0	25402	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]109.3%+25402[txt:size=18 color=white]点魔法伤害。		0	0
30351050	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	50	50	0	0	0	74000001	82	75000001	40	0	10000	0	10950	0	25920	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]109.5%+25920[txt:size=18 color=white]点魔法伤害。		0	0
30352000	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。		0	0
30352001	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	1	21	0	0	0	71000001	13	72000001	8	0	20000	0	10040	0	810	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]100.4%+810[txt:size=18 color=white]点魔法伤害。		0	0
30352002	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	2	21	0	0	0	71000001	26	72000001	16	0	20000	0	10090	0	1620	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]100.9%+1620[txt:size=18 color=white]点魔法伤害。		0	0
30352003	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	3	22	0	0	0	71000001	38	72000001	23	0	20000	0	10130	0	2430	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]101.3%+2430[txt:size=18 color=white]点魔法伤害。		0	0
30352004	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	4	22	0	0	0	71000001	51	72000001	31	0	20000	0	10180	0	3240	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]101.8%+3240[txt:size=18 color=white]点魔法伤害。		0	0
30352005	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	5	23	0	0	0	71000001	63	72000001	39	0	20000	0	10220	0	4050	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]102.2%+4050[txt:size=18 color=white]点魔法伤害。		0	0
30352006	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	6	23	0	0	0	71000001	76	72000001	46	0	20000	0	10260	0	4860	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]102.6%+4860[txt:size=18 color=white]点魔法伤害。		0	0
30352007	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	7	24	0	0	0	71000001	88	72000001	54	0	20000	0	10310	0	5670	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]103.1%+5670[txt:size=18 color=white]点魔法伤害。		0	0
30352008	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	8	24	0	0	0	71000001	101	72000001	62	0	20000	0	10350	0	6480	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]103.5%+6480[txt:size=18 color=white]点魔法伤害。		0	0
30352009	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	9	25	0	0	0	71000001	114	72000001	69	0	20000	0	10390	0	7290	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]103.9%+7290[txt:size=18 color=white]点魔法伤害。		0	0
30352010	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	10	25	0	0	0	71000001	126	72000001	77	0	20000	0	10440	0	8100	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]104.4%+8100[txt:size=18 color=white]点魔法伤害。		0	0
30352011	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	11	26	0	0	0	72000001	85	73000001	43	0	20000	0	10480	0	8910	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]104.8%+8910[txt:size=18 color=white]点魔法伤害。		0	0
30352012	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	12	26	0	0	0	72000001	92	73000001	47	0	20000	0	10530	0	9720	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]105.3%+9720[txt:size=18 color=white]点魔法伤害。		0	0
30352013	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	13	27	0	0	0	72000001	100	73000001	51	0	20000	0	10570	0	10530	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]105.7%+10530[txt:size=18 color=white]点魔法伤害。		0	0
30352014	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	14	27	0	0	0	72000001	107	73000001	55	0	20000	0	10610	0	11340	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]106.1%+11340[txt:size=18 color=white]点魔法伤害。		0	0
30352015	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	15	28	0	0	0	72000001	115	73000001	59	0	20000	0	10660	0	12150	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]106.6%+12150[txt:size=18 color=white]点魔法伤害。		0	0
30352016	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	16	28	0	0	0	72000001	123	73000001	63	0	20000	0	10700	0	12960	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]107%+12960[txt:size=18 color=white]点魔法伤害。		0	0
30352017	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	17	29	0	0	0	72000001	130	73000001	66	0	20000	0	10750	0	13770	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]107.5%+13770[txt:size=18 color=white]点魔法伤害。		0	0
30352018	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	18	29	0	0	0	72000001	138	73000001	70	0	20000	0	10790	0	14580	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]107.9%+14580[txt:size=18 color=white]点魔法伤害。		0	0
30352019	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	19	30	0	0	0	72000001	146	73000001	74	0	20000	0	10830	0	15390	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]108.3%+15390[txt:size=18 color=white]点魔法伤害。		0	0
30352020	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	20	30	0	0	0	72000001	153	73000001	78	0	20000	0	10880	0	16200	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]108.8%+16200[txt:size=18 color=white]点魔法伤害。		0	0
30352021	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	21	31	0	0	0	73000001	82	74000001	54	0	20000	0	10920	0	17010	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]109.2%+17010[txt:size=18 color=white]点魔法伤害。		0	0
30352022	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	22	31	0	0	0	73000001	86	74000001	56	0	20000	0	10970	0	17820	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]109.7%+17820[txt:size=18 color=white]点魔法伤害。		0	0
30352023	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	23	32	0	0	0	73000001	90	74000001	59	0	20000	0	11010	0	18630	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]110.1%+18630[txt:size=18 color=white]点魔法伤害。		0	0
30352024	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	24	32	0	0	0	73000001	94	74000001	61	0	20000	0	11050	0	19440	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]110.5%+19440[txt:size=18 color=white]点魔法伤害。		0	0
30352025	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	25	33	0	0	0	73000001	98	74000001	64	0	20000	0	11100	0	20250	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]111%+20250[txt:size=18 color=white]点魔法伤害。		0	0
30352026	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	26	33	0	0	0	73000001	101	74000001	66	0	20000	0	11140	0	21060	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]111.4%+21060[txt:size=18 color=white]点魔法伤害。		0	0
30352027	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	27	34	0	0	0	73000001	105	74000001	69	0	20000	0	11180	0	21870	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]111.8%+21870[txt:size=18 color=white]点魔法伤害。		0	0
30352028	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	28	34	0	0	0	73000001	109	74000001	71	0	20000	0	11230	0	22680	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]112.3%+22680[txt:size=18 color=white]点魔法伤害。		0	0
30352029	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	29	35	0	0	0	73000001	113	74000001	74	0	20000	0	11270	0	23490	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]112.7%+23490[txt:size=18 color=white]点魔法伤害。		0	0
30352030	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	30	35	0	0	0	73000001	117	74000001	76	0	20000	0	11320	0	24300	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]113.2%+24300[txt:size=18 color=white]点魔法伤害。		0	0
30352031	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	31	36	0	0	0	74000001	79	75000001	39	0	20000	0	11360	0	25110	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]113.6%+25110[txt:size=18 color=white]点魔法伤害。		0	0
30352032	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	32	36	0	0	0	74000001	81	75000001	40	0	20000	0	11400	0	25920	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]114%+25920[txt:size=18 color=white]点魔法伤害。		0	0
30352033	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	33	37	0	0	0	74000001	84	75000001	41	0	20000	0	11450	0	26730	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]114.5%+26730[txt:size=18 color=white]点魔法伤害。		0	0
30352034	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	34	37	0	0	0	74000001	86	75000001	42	0	20000	0	11490	0	27540	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]114.9%+27540[txt:size=18 color=white]点魔法伤害。		0	0
30352035	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	35	38	0	0	0	74000001	89	75000001	44	0	20000	0	11540	0	28350	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]115.4%+28350[txt:size=18 color=white]点魔法伤害。		0	0
30352036	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	36	38	0	0	0	74000001	91	75000001	45	0	20000	0	11580	0	29160	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]115.8%+29160[txt:size=18 color=white]点魔法伤害。		0	0
30352037	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	37	39	0	0	0	74000001	94	75000001	46	0	20000	0	11620	0	29970	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]116.2%+29970[txt:size=18 color=white]点魔法伤害。		0	0
30352038	2	card_009_skill2	item_skill_0720.png	火焰爆弹	650	40	41	38	39	0	0	0	74000001	96	75000001	47	0	20000	0	11670	0	30780	0	0	0	40	[txt:size=18 color=white]使用法杖发射火球攻击敌人。[r]造成[txt:size=18 color=green]116.7%+30780[txt:size=18 color=white]点魔法伤害。		0	0
