俱乐部id	俱乐部名称	俱乐部按钮图标	俱乐部动画标志	俱乐部等级	玩家等级段	单人赛出场卡牌	多人赛队长1号位	多人赛2号位	多人赛3号位	4积分宝箱	组数1	8积分宝箱	组数2	12积分宝箱	组数3	宝石孔位	洗练属性	俱乐部权重	俱乐部出现位置	俱乐部星级	包含关卡id	个人赛1星时间	个人赛2星时间	个人赛3星时间	团队赛1星时间	团队赛2星时间	团队赛3星时间	产出卡牌
106505	倾贺	team_09.png	iconClubXX.png	65	65:69;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
106506	重律	team_21.png	iconClubXX.png	65	65:69;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
106507	诛仙	team_17.png	iconClubXX.png	65	65:69;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
106508	夕火	team_12.png	iconClubXX.png	65	65:69;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
106509	时光	team_20.png	iconClubXX.png	65	65:69;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
106510	玄奇	team_18.png	iconClubXX.png	65	65:69;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	21202013:1600;21303013:1400;12002013:1400;21302013:1400;21102013:1400;22103013:1400;12102013:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
307001	天河	iconClubLY.png	iconClubXX.png	70	70:74;	31002014:6000;21202014:300;21303014:300;12002014:300;21302014:300;21102014:300;22103014:300;12102014:300;51005014:950;31008014:950;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	51005114:10000;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
307002	天药	iconClubWC.png	iconClubXX.png	70	70:74;	21202014:200;21303014:200;12002014:200;21302014:200;21102014:200;22103014:200;12102014:200;51006014:5000;32104014:3600;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	51006114:10000;	32104014:10000;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;30216010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;30226010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;30236010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
307003	荣星	iconClubXX.png	iconClubXX.png	70	70:74;	43102014:1400;44003014:1400;24004014:1400;11007014:1400;12003014:1400;22004014:1000;42006014:1000;41103014:500;32005014:500;	22004014:10000;	44003014:10000;	43102014:10000;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;30316010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;30326010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;30336010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
307004	醉花	team_06.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
307005	兵王	iconClubBT.png	iconClubXX.png	70	70:74;	53002014:6000;52205014:1000;32202014:3000;	53002114:10000;	52205014:400;32202014:500;21202014:1300;21303014:1300;12002014:1300;21302014:1300;21102014:1300;22103014:1300;12102014:1300;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
307006	凛冽	team_04.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	43202014:10000;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;30616010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;30626010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;30636010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
307007	往生	iconClubLH.png	iconClubXX.png	70	70:74;	21202014:500;21303014:500;12002014:500;21302014:500;21102014:500;22103014:500;12102014:500;54002014:6500;	54002114:10000;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	30011050;30011050;30012000;30015010;30015010;30013050;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023050;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033050;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
207001	斩魄	team_08.png	iconClubXX.png	70	70:74;	21202014:1300;21303014:1300;12002014:1300;21302014:1300;21102014:1300;22103014:1300;12102014:1300;41103014:900;	41103114:10000;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	20011050;20011050;20012000;20015010;20015010;30017025;20116010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023050;30027025;20126010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033050;30037025;20136010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
207002	虚无	team_02.png	iconClubXX.png	70	70:74;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;42203014:200;	41203114:10000;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;42203014:200;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;42203014:200;	20011050;20011050;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023050;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033050;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
207003	马刺	team_07.png	iconClubXX.png	70	70:74;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;54102014:200;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;52302114:200;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;54102014:200;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;54102014:200;	20011050;20011050;20012000;20015010;20015010;20017025;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023050;20027025;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033050;20037025;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2008	6000000	60000	30000	6000000	60000	30000	21099;11099;
107001	传奇	team_11.png	iconClubXX.png	70	70:74;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;41306114:200;	41306114:10000;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;20017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;20027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;20037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2017	6000000	60000	30000	6000000	60000	30000	11099;
107002	无极	team_14.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	32005114:10000;	31304014:10000;	21202014:1400;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1600;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2022	6000000	60000	30000	6000000	60000	30000	11099;
107003	穿天	team_10.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2015	6000000	60000	30000	6000000	60000	30000	11099;
107004	雄华	team_16.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2011	6000000	60000	30000	6000000	60000	30000	11099;
107005	倾贺	team_09.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
107006	重律	team_21.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
107007	诛仙	team_17.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
107008	夕火	team_12.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
107009	时光	team_20.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
107010	玄奇	team_18.png	iconClubXX.png	70	70:74;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	21202014:1600;21303014:1400;12002014:1400;21302014:1400;21102014:1400;22103014:1400;12102014:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033050;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
307501	天河	iconClubLY.png	iconClubXX.png	75	75:79;	31002015:6000;21202015:300;21303015:300;12002015:300;21302015:300;21102015:300;22103015:300;12102015:300;51005015:950;31008015:950;	21202015:1400;21303015:1400;12002015:1400;21302015:1400;21102015:1400;22103015:1400;12102015:1600;	51005115:10000;	21202015:1400;21303015:1400;12002015:1400;21302015:1400;21102015:1400;22103015:1400;12102015:1600;	30011050;30011050;30012000;30015010;30015010;30013055;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023055;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033055;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
